filename,key,public_url,bytes,ms,status
BRJ-19-July-Sept-1997-say-shibboleth.pdf,pdfs/articles/BRJ-19-July-Sept-1997-say-shibboleth.pdf,https://pub-011dc1a7faab4dbbafd9b3954e64f5f8.r2.dev/pdfs/articles/BRJ-19-July-Sept-1997-say-shibboleth.pdf,310435,380,ok
BRJ-19-July-Sept-1997-the-great-awakening-was-it.pdf,pdfs/articles/BRJ-19-July-Sept-1997-the-great-awakening-was-it.pdf,https://pub-011dc1a7faab4dbbafd9b3954e64f5f8.r2.dev/pdfs/articles/BRJ-19-July-Sept-1997-the-great-awakening-was-it.pdf,665910,300,ok
BRJ-19-July-Sept-1997-the-great-revival-of-religion.pdf,pdfs/articles/BRJ-19-July-Sept-1997-the-great-revival-of-religion.pdf,https://pub-011dc1a7faab4dbbafd9b3954e64f5f8.r2.dev/pdfs/articles/BRJ-19-July-Sept-1997-the-great-revival-of-religion.pdf,1178284,307,ok
BRJ-19-July-Sept-1997-the-last-of-the-calvinistic-methodists.pdf,pdfs/articles/BRJ-19-July-Sept-1997-the-last-of-the-calvinistic-methodists.pdf,https://pub-011dc1a7faab4dbbafd9b3954e64f5f8.r2.dev/pdfs/articles/BRJ-19-July-Sept-1997-the-last-of-the-calvinistic-methodists.pdf,1394257,295,ok
BRJ-19-July-Sept-1997-recommended-reading-on-revivals.pdf,pdfs/articles/BRJ-19-July-Sept-1997-recommended-reading-on-revivals.pdf,https://pub-011dc1a7faab4dbbafd9b3954e64f5f8.r2.dev/pdfs/articles/BRJ-19-July-Sept-1997-recommended-reading-on-revivals.pdf,149328,258,ok
BRJ-19-July-Sept-1997-correspondence-hebrew-vowel-points.pdf,pdfs/articles/BRJ-19-July-Sept-1997-correspondence-hebrew-vowel-points.pdf,https://pub-011dc1a7faab4dbbafd9b3954e64f5f8.r2.dev/pdfs/articles/BRJ-19-July-Sept-1997-correspondence-hebrew-vowel-points.pdf,148025,256,ok
